"Hogar","Factor","Comuna","Personas","Vehículos","BicicletasAdulto","BicicletasNino","IngresoHogar","Hombres","Mujeres","LicenciasdeConducir","PasesEscolares","Trabajadores","Estudiantes","Jubilados","DuenosdeCasa","Desempleados","Otros","Niños","Jovenes","AdultoJovenes","Adultos","AdultoMayores","Discapacidad","ViajesTrabajo","ViajesEstudio","ViajesOtro"
"1759","76.581321716309","SAN RAMON","4","1","0","0","905561","2","2","2","0","1","0","2","1","0","1","0","0","0","1","3","3","2","0","4"
"1760","185.99995422363","QUINTA NORMAL","3","1","0","0","596852","2","1","1","1","2","1","0","0","0","0","0","1","0","2","0","0","0","2","4"
"1761","100.22429656982","CERRO NAVIA","2","1","0","0","223689","1","1","1","0","1","0","0","1","0","0","0","0","0","2","0","0","2","0","6"
"1762","100.72940826416","LA FLORIDA","2","0","0","0","217000","1","1","0","0","0","0","2","0","0","0","0","0","0","0","2","1","0","0","0"
"1763","154.76722717285","SAN BERNARDO","2","0","0","0","711695","1","1","0","0","1","0","0","1","0","0","0","0","0","0","2","2","0","0","0"
"1764","124.47369384766","PUDAHUEL","3","0","0","0","300000","1","2","0","0","1","1","0","1","0","0","0","1","1","1","0","0","2","0","2"
"1765","106.57986450195","CONCHALI","4","0","1","0","830000","3","1","0","0","2","0","1","1","0","0","0","0","0","2","2","0","4","0","4"
"1766","39.335964202881","PIRQUE","3","0","0","0","400000","1","2","1","1","1","1","0","1","0","0","0","1","0","2","0","0","0","2","2"
"1767","167.75755310059","PROVIDENCIA","1","0","0","0","626395","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","2"
"1768","219.19110107422","LO ESPEJO","6","1","1","1","596450","2","4","1","1","4","2","0","0","0","0","0","2","0","4","0","1","8","0","4"
"1769","94.50057220459","EL BOSQUE","4","1","0","0","1630000","2","2","2","1","3","1","0","0","0","0","0","0","1","3","0","0","5","0","4"
"1770","125.94818878174","SANTIAGO","2","0","0","0","261522","1","1","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","4"
"1771","86.031715393066","PEÑALOLEN","3","0","0","0","629910","0","3","0","0","3","0","0","0","0","0","0","0","0","3","0","0","4","0","2"
"1772","87.06005859375","MAIPU","2","0","0","0","656976","1","1","1","0","1","0","0","1","0","0","0","0","0","0","2","0","2","0","2"
"1773","62.909206390381","LAS CONDES","4","1","0","1","1409079","2","2","2","0","2","1","0","1","0","1","1","1","0","2","0","0","2","0","6"
"1774","90.515632629395","EL BOSQUE","5","1","2","1","1050000","2","3","2","1","2","3","0","0","0","0","1","1","0","3","0","0","4","4","4"
"1775","62.001457214355","PEÑAFLOR","5","1","1","0","564000","2","3","1","2","3","2","0","0","0","0","0","0","1","4","0","0","6","2","1"
"1776","66.674819946289","RENCA","5","0","1","2","1800693","2","3","1","1","4","1","0","1","0","0","0","1","1","3","0","0","8","2","0"
"1777","118.64766693115","SAN BERNARDO","6","0","0","0","1027863","3","3","0","1","3","1","2","0","0","0","0","1","0","3","2","2","6","2","0"
"1778","110.49768829346","QUILICURA","3","0","1","2","80000","1","2","0","1","0","2","0","0","1","0","0","1","1","1","0","0","3","4","2"
"1779","105.65547943115","EL BOSQUE","3","0","0","0","660000","2","1","0","0","2","0","0","1","0","0","0","0","0","3","0","0","4","0","0"
"1780","142.06629943848","CERRO NAVIA","2","1","0","0","350000","2","0","1","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","5"
"1781","77.771583557129","PEÑALOLEN","4","0","1","0","460382","3","1","2","2","1","2","0","1","0","0","0","1","1","2","0","0","2","4","2"
"1782","98.061630249023","LA CISTERNA","2","0","0","0","820566","1","1","1","0","0","0","0","1","0","1","0","0","0","2","0","0","0","0","7"
"1783","99.781600952148","LAS CONDES","1","0","0","0","248486","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","2"
"1784","86.539169311523","QUILICURA","5","2","0","0","903587","2","3","2","1","2","0","0","0","0","3","0","1","1","3","0","0","4","0","6"
"1785","6.634370803833","MELIPILLA","5","0","1","0","550000","1","4","0","0","2","2","0","1","0","0","0","2","0","3","0","1","2","4","2"
"1786","95.086502075195","MAIPU","2","0","0","0","600000","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","2","0","2"
"1787","81.920555114746","SAN BERNARDO","3","0","0","0","789934","1","2","0","0","3","0","0","1","0","0","0","0","0","3","0","2","2","0","7"
"1788","95.63200378418","MAIPU","5","1","0","1","705579","1","4","0","1","1","2","0","1","1","0","0","1","2","2","0","0","2","2","6"
"1789","181.87263488769","SAN MIGUEL","3","0","0","1","340000","0","3","0","1","1","1","0","0","0","1","1","1","0","1","0","0","0","2","8"
"1790","125.3977432251","SANTIAGO","1","0","1","0","74574","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","2","0"
"1791","81.492485046387","EL BOSQUE","5","0","2","0","780000","1","4","0","0","3","0","0","1","0","1","1","0","1","3","0","0","8","0","14"
"1792","28.394184112549","RENCA","4","0","2","2","680000","2","2","0","0","2","2","0","0","0","0","0","2","0","2","0","0","3","4","2"
"1793","102.60401916504","RENCA","2","2","0","0","400000","1","1","0","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","4"
"1794","34.452674865723","ISLA DE MAIPO","3","0","1","1","77785","1","2","0","1","0","2","0","1","0","0","0","1","1","1","0","0","0","4","2"
"1795","211.91291809082","INDEPENDENCIA","3","0","0","0","510000","1","2","0","0","2","0","1","0","0","0","0","0","0","2","1","1","4","0","0"
"1796","74.260078430176","PROVIDENCIA","2","1","1","0","1100000","1","1","1","0","2","0","0","0","0","0","0","0","0","2","0","0","4","0","0"
"1797","356.80093383789","QUINTA NORMAL","4","1","1","0","1022217","3","1","3","1","2","1","0","1","0","0","0","0","1","3","0","0","4","2","4"
"1798","84.835235595703","PUENTE ALTO","4","0","0","0","375000","2","2","0","2","1","2","0","1","0","0","0","1","1","2","0","0","2","4","0"
"1799","69.07421875","PUENTE ALTO","5","0","0","0","437899","3","2","1","0","2","1","0","1","0","1","0","1","2","2","0","0","3","2","3"
"1800","147.76719665527","LA REINA","1","1","0","0","811602","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","4","0","2"
"1801","221.83099365234","SAN BERNARDO","1","0","0","0","88458","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","2"
"1802","90.853332519531","LA FLORIDA","2","0","0","0","448586","1","1","0","0","0","0","1","1","0","1","0","0","0","0","2","0","0","0","4"
"1803","311.53115844727","SANTIAGO","2","1","0","0","585474","1","1","1","0","1","0","0","0","0","1","0","0","0","2","0","0","2","0","2"
"1804","48.381576538086","PEDRO AGUIRRE CERDA","7","0","0","0","200000","4","3","0","0","1","3","0","2","0","1","1","3","1","1","1","0","2","6","6"
"1805","64.674057006836","QUILICURA","5","1","0","1","761219","2","3","0","0","3","1","0","1","0","0","0","1","1","3","0","0","6","2","2"
"1806","106.09339904785","PROVIDENCIA","3","0","1","0","1269483","1","2","1","0","2","1","0","0","0","0","1","0","0","2","0","0","5","2","12"
"1807","95.047218322754","LA FLORIDA","3","0","0","0","880000","1","2","0","0","1","0","1","1","0","1","0","0","0","1","2","1","2","0","0"
"1808","118.08572387695","MACUL","3","0","0","0","754357","2","1","1","0","2","0","1","0","0","1","0","0","1","1","1","1","2","0","2"
"1809","114.70645141602","LAS CONDES","6","3","1","2","8625000","2","4","4","0","3","2","0","1","0","0","1","1","0","4","0","0","8","4","10"
"1810","81.193832397461","EL BOSQUE","4","0","0","0","780000","1","3","0","2","2","2","0","0","0","0","0","1","1","2","0","0","4","4","0"
"1811","102.24184417725","SANTIAGO","1","0","0","0","571585","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"1812","54.42887878418","SAN BERNARDO","3","1","0","0","750855","1","2","1","0","1","0","0","1","0","1","1","0","2","0","0","0","0","0","4"
"1813","124.34017944336","PUENTE ALTO","2","0","0","0","52723","1","1","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","4"
"1814","5.5856609344482","MELIPILLA","4","1","1","2","300265","2","2","2","0","1","2","0","1","0","0","0","2","0","2","0","0","0","4","4"
"1815","65.958488464355","MAIPU","4","0","1","1","233149","3","1","0","2","0","2","1","1","0","0","0","1","1","2","0","0","0","4","4"
"1816","75.869400024414","QUILICURA","4","1","99","99","484101","1","3","1","1","2","1","0","0","0","1","1","0","1","2","0","0","4","2","2"
"1817","97.522720336914","PROVIDENCIA","1","1","1","0","992364","1","0","1","0","1","0","0","1","0","0","0","0","0","1","0","0","3","0","1"
"1818","72.773780822754","PUENTE ALTO","6","0","0","2","400000","2","4","0","2","1","3","0","1","0","1","1","2","1","2","0","0","2","6","4"
"1819","571.99713134766","COLINA","1","0","0","0","138596","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","4"
"1820","114.83624267578","PUDAHUEL","5","1","0","0","546678","4","1","1","3","1","3","0","1","0","0","0","1","2","2","0","0","3","6","0"
"1821","99.867752075195","HUECHURABA","3","0","1","0","410000","1","2","0","0","1","0","1","1","0","0","0","0","0","2","1","1","2","0","4"
"1822","128.97190856934","SAN BERNARDO","3","0","0","0","561173","2","1","0","0","3","0","0","1","0","0","0","0","0","3","0","0","2","0","2"
"1823","75.119819641113","EL BOSQUE","5","0","0","0","1041284","4","1","0","0","3","1","0","1","0","0","0","1","0","4","0","0","5","2","6"
"1824","24.945508956909","LO BARNECHEA","4","2","0","0","6070852","3","1","2","0","2","2","0","0","0","0","2","0","0","2","0","0","4","0","8"
"1825","78.225959777832","MAIPU","3","1","0","0","1058372","1","2","1","1","2","1","0","0","0","0","0","1","1","1","0","0","4","2","2"
"1826","195.03251647949","CONCHALI","2","1","0","0","350000","1","1","1","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","2"
"1827","51.62056350708","SAN BERNARDO","4","1","0","0","281361","2","2","1","0","1","2","0","1","0","0","0","2","0","2","0","0","2","4","10"
"1828","54.824405670166","ÑUÑOA","2","1","0","0","725997","1","1","1","0","1","0","2","1","0","2","0","0","0","0","2","0","2","0","4"
"1829","22.431303024292","COLINA","4","0","0","0","693881","2","2","0","0","1","0","0","1","0","2","2","0","0","2","0","0","2","0","6"
"1830","94.916938781738","LA FLORIDA","3","1","2","0","1540075","2","1","2","0","3","0","0","0","0","0","0","0","1","2","0","0","6","0","0"
"1831","95.725257873535","SANTIAGO","2","0","0","0","595985","0","2","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","4"
"1832","78.522903442383","LA CISTERNA","3","0","0","0","538154","2","1","1","0","2","1","0","0","0","0","0","1","1","0","1","0","2","2","0"
"1833","52.83247756958","LAS CONDES","1","1","0","0","836581","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","2"
"1834","72.817832946777","PUENTE ALTO","3","0","0","0","352067","1","2","2","1","1","1","0","1","0","0","0","0","1","2","0","0","2","0","2"
"1835","94.607391357422","PEÑALOLEN","4","1","1","0","1525741","2","2","2","0","3","0","0","1","0","0","0","0","2","2","0","0","6","0","2"
"1836","57.758487701416","PEDRO AGUIRRE CERDA","3","0","0","0","280000","1","2","0","0","0","3","0","0","0","0","0","2","0","1","0","0","1","4","0"
"1837","148.73951721191","LO ESPEJO","4","0","0","0","612871","2","2","0","2","2","2","1","0","0","0","0","0","1","3","0","0","2","0","0"
"1838","102.98756408691","LO BARNECHEA","5","2","0","1","1218683","4","1","3","0","3","1","0","1","0","0","0","1","1","3","0","0","5","2","1"
"1839","65.962432861328","MAIPU","3","1","0","0","350000","2","1","1","0","1","0","0","1","0","1","0","1","0","2","0","0","0","0","12"
"1840","26.725887298584","ISLA DE MAIPO","4","0","1","0","200000","0","4","0","1","1","2","0","0","0","1","1","1","1","1","0","1","2","3","0"
"1841","98.534858703613","PUENTE ALTO","4","0","0","0","350000","2","2","0","1","1","2","0","1","0","0","0","1","1","2","0","0","2","4","6"
"1842","179.75331115723","SANTIAGO","1","0","0","0","475337","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"1843","142.13945007324","RECOLETA","4","0","1","0","360000","2","2","0","1","2","1","0","0","1","0","0","0","0","4","0","0","4","2","2"
"1844","55.426944732666","QUILICURA","5","1","1","0","1096230","4","1","1","3","1","3","0","1","0","0","0","2","1","2","0","0","2","6","2"
"1845","169.93656921387","SAN BERNARDO","1","0","1","0","100000","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"1846","134.97346496582","RENCA","5","0","0","0","260000","2","3","0","0","1","0","0","2","1","1","1","0","1","2","1","0","2","0","4"
"1847","45.621425628662","LA GRANJA","4","0","1","0","790000","3","1","0","0","3","0","0","1","0","0","0","0","0","4","0","1","6","0","2"
"1848","127.962059021","LAMPA","3","1","1","0","863587","2","1","1","0","2","1","0","0","0","0","0","1","0","2","0","0","5","2","1"
"1849","33.380069732666","VITACURA","3","1","1","0","918959","1","2","2","0","2","0","0","1","0","0","0","0","0","3","0","0","3","0","14"
"1850","139.50129699707","BUIN","3","0","1","0","278046","2","1","0","1","1","1","0","1","0","0","0","0","1","2","0","0","2","2","2"
"1851","64.741828918457","CONCHALI","3","0","0","0","700000","2","1","0","0","2","0","0","0","0","1","1","0","0","2","0","0","4","0","2"
"1852","111.08098602295","CERRO NAVIA","4","0","0","2","452629","1","3","0","0","1","2","0","1","0","0","0","2","0","1","1","0","0","4","6"
"1853","106.21611785889","LO BARNECHEA","5","1","1","1","1088198","3","2","2","0","3","2","0","0","0","0","0","1","2","2","0","0","6","4","0"
"1854","127.63897705078","LA PINTANA","2","0","1","0","78000","2","0","0","0","0","0","1","0","0","1","0","0","0","1","1","2","0","0","4"
"1855","117.14998626709","QUILICURA","3","0","1","0","503585","1","2","0","0","3","0","0","0","0","0","0","0","0","2","1","0","6","0","0"
"1856","107.98755645752","PUDAHUEL","1","0","0","0","400000","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"1857","111.08098602295","CERRO NAVIA","4","0","2","0","733859","2","2","0","1","3","1","0","0","0","0","0","1","1","2","0","0","6","0","0"
"1858","109.3547668457","PROVIDENCIA","1","1","0","0","700000","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"1859","218.30924987793","ÑUÑOA","4","2","2","0","2304236","2","2","4","2","3","1","0","0","0","0","0","0","0","4","0","0","6","2","0"
"1860","23.856168746948","PIRQUE","2","1","0","0","234359","1","1","2","0","1","0","0","1","0","0","0","0","0","1","1","0","2","0","2"
"1861","95.025985717773","LA FLORIDA","5","0","0","0","1860751","3","2","1","0","3","0","1","0","1","1","0","0","0","3","2","0","6","0","2"
"1862","221.19450378418","ÑUÑOA","2","0","0","0","600185","1","1","1","0","1","0","1","0","0","1","0","0","0","1","1","0","2","0","2"
"1863","83.059646606445","LAS CONDES","2","2","0","0","2513778","1","1","2","0","1","0","1","0","0","0","0","0","0","0","2","1","3","0","3"
"1864","61.201965332031","PUDAHUEL","2","1","0","0","352000","1","1","1","0","0","0","2","0","0","0","0","0","0","0","2","1","0","0","8"
"1865","84.299606323242","SAN BERNARDO","2","0","1","2","195681","1","1","0","0","1","0","0","1","0","0","0","0","0","2","0","0","0","0","4"
"1866","264.16125488281","ÑUÑOA","3","2","3","0","1500950","2","1","3","0","2","1","0","1","0","1","0","0","0","3","0","0","3","0","8"
"1867","68.861030578613","MAIPU","4","0","2","0","1049006","2","2","2","2","3","2","0","1","0","0","0","0","0","3","1","0","4","4","4"
"1868","231.75448608398","LO ESPEJO","3","1","1","1","489717","2","1","2","0","1","0","0","1","0","1","1","0","0","2","0","0","0","0","4"
"1869","77.31420135498","LAS CONDES","7","1","0","0","1047690","4","3","2","0","1","4","0","1","0","1","1","4","0","2","0","0","0","0","0"
"1870","175.51455688477","HUECHURABA","5","1","2","0","675000","3","2","2","0","2","2","0","1","0","0","0","1","1","2","1","1","0","4","12"
"1871","68.861030578613","MAIPU","4","0","1","0","663156","1","3","0","1","2","2","0","0","0","0","0","2","0","2","0","0","2","4","0"
"1872","335.90963745117","MAIPU","1","0","0","0","126146","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","2"
"1873","48.230495452881","RENCA","3","0","0","0","377414","1","2","0","0","0","0","2","1","0","0","0","0","0","1","2","2","0","0","4"
"1874","154.30545043945","SANTIAGO","1","0","0","0","380883","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","2"
"1875","57.375076293945","PIRQUE","2","2","0","0","8396234","0","2","1","0","1","0","0","1","1","0","0","0","1","1","0","0","2","0","0"
"1876","89.170082092285","MAIPU","3","0","0","0","238557","0","3","0","0","0","1","0","1","0","1","1","1","0","1","0","0","0","0","0"
"1877","293.34158325195","MACUL","1","0","0","0","373588","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","1","0","0","4"
"1878","69.22989654541","CERRILLOS","4","0","2","1","650000","1","3","1","0","2","0","0","1","0","1","1","0","1","2","0","0","2","0","4"
"1879","128.1477355957","SAN BERNARDO","2","0","0","0","375917","1","1","0","0","0","0","1","1","0","1","0","0","0","0","2","2","0","0","0"
"1880","140.55267333984","LAMPA","5","0","2","1","391420","3","2","0","1","1","1","0","2","1","0","0","1","0","4","0","1","2","2","4"
"1881","219.48585510254","ESTACION CENTRAL","2","1","0","0","489294","1","1","1","0","1","0","0","0","0","1","0","1","0","1","0","1","2","0","0"
"1882","94.700035095215","SANTIAGO","4","0","1","0","1800000","3","1","4","2","2","2","0","0","0","0","0","0","0","4","0","0","4","4","0"
"1883","82.285713195801","MAIPU","3","0","0","0","388305","2","1","2","0","1","0","1","1","0","0","0","0","0","3","0","0","2","0","4"
"1884","151.44665527344","PUDAHUEL","1","0","0","0","300000","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"1885","93.845901489258","VITACURA","2","1","2","0","1399676","1","1","1","0","2","0","0","0","0","0","0","0","0","2","0","0","3","0","6"
"1886","22.647819519043","VITACURA","2","1","0","0","427750","1","1","1","0","2","0","0","0","0","0","0","0","0","1","1","2","2","0","0"
"1887","80.558815002441","ÑUÑOA","4","0","1","2","677429","0","4","0","2","2","1","0","0","1","0","0","0","0","4","0","0","2","2","0"
"1888","53.736614227295","SAN JOAQUIN","3","1","0","0","685432","2","1","3","1","2","1","0","0","0","0","0","0","1","2","0","0","3","2","6"
"1889","79.776336669922","ÑUÑOA","3","1","2","0","825132","1","2","1","1","1","1","1","1","0","1","0","0","1","1","1","0","3","2","4"
"1890","183.73522949219","PEDRO AGUIRRE CERDA","2","1","0","0","470181","1","1","0","0","0","0","2","1","0","0","0","0","0","0","2","1","0","0","3"
"1891","62.05472946167","SAN BERNARDO","5","0","0","2","410900","3","2","0","0","1","1","0","1","0","2","3","0","1","1","0","0","0","0","10"
"1892","166.42538452148","QUILICURA","2","0","2","0","204776","1","1","0","0","1","0","0","1","0","0","0","0","0","2","0","0","2","0","0"
"1893","187.54034423828","HUECHURABA","6","0","0","2","700000","3","3","0","2","1","3","0","1","0","1","1","3","0","2","0","0","2","0","10"
"1894","234.83453369141","RECOLETA","4","1","0","0","300000","3","1","1","0","1","1","0","1","0","1","1","1","0","2","0","0","2","2","10"
"1895","84.272277832031","HUECHURABA","1","0","0","0","350000","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","2"
"1896","120.54947662353","LO PRADO","2","0","2","0","800000","0","2","0","1","1","1","0","0","0","0","0","0","0","2","0","0","2","2","0"
"1897","49.598987579346","CONCHALI","3","0","0","1","250000","1","2","0","1","1","1","0","1","0","0","0","1","0","2","0","0","0","2","3"
"1898","177.15310668945","LAS CONDES","3","2","2","0","1479514","1","2","3","0","2","0","0","1","0","0","0","0","0","2","1","0","7","0","10"
"1899","97.527450561523","LA PINTANA","5","1","1","2","370000","2","3","1","0","2","2","0","0","0","1","1","2","0","2","0","0","4","0","0"
"1900","60.488410949707","SAN BERNARDO","4","0","2","0","830242","1","3","0","1","2","1","0","0","0","1","0","0","0","4","0","1","5","0","2"
"1901","60.1376953125","ESTACION CENTRAL","4","0","0","0","273812","2","2","0","0","1","0","0","1","0","2","1","1","0","2","0","0","2","0","10"
"1902","66.140525817871","PROVIDENCIA","2","1","1","0","1346775","1","1","1","0","2","0","0","0","0","0","0","0","0","1","1","0","5","0","1"
"1903","211.93708801269","CERRO NAVIA","4","0","3","2","255315","1","3","1","1","1","2","0","1","0","0","0","2","0","2","0","0","0","0","0"
"1904","99.142768859863","PUENTE ALTO","3","0","0","0","680000","2","1","1","0","1","0","0","1","1","0","0","0","0","2","1","0","0","0","0"
"1905","173.7615814209","LA PINTANA","2","1","1","0","129670","1","1","1","0","0","0","0","1","1","0","0","0","0","1","1","1","0","0","2"
"1906","90.424514770508","LA PINTANA","3","0","0","0","70381","2","1","0","0","1","1","0","1","0","0","0","1","0","2","0","0","2","2","0"
"1907","23.891817092896","VITACURA","1","1","0","0","579110","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","4"
"1908","113.38410949707","SANTIAGO","3","0","0","0","1050000","2","1","0","1","1","0","1","1","0","0","0","0","0","2","1","0","4","0","4"
"1909","36.16972732544","PUENTE ALTO","4","1","0","0","620227","3","1","1","2","2","1","0","0","1","0","0","1","1","2","0","0","0","0","0"
"1910","82.581352233887","QUINTA NORMAL","3","0","0","0","563657","2","1","0","0","1","0","1","1","0","0","0","0","0","1","2","0","0","0","0"
"1911","52.922859191895","LA PINTANA","4","0","2","2","210000","3","1","1","2","1","2","0","1","0","0","0","2","0","2","0","0","2","4","4"
"1912","89.884223937988","CERRILLOS","3","1","1","0","890000","1","2","2","0","2","0","1","0","0","0","0","0","0","2","1","0","4","0","4"
"1913","243.76770019531","PUENTE ALTO","1","0","0","0","100000","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0"
"1914","94.521202087402","LAS CONDES","3","1","0","0","924155","1","2","2","1","1","1","0","1","0","0","0","0","1","2","0","0","2","2","5"
"1915","465.86395263672","COLINA","5","1","0","1","800000","3","2","2","2","1","3","0","1","0","0","0","3","0","2","0","0","2","0","8"
"1916","23.177541732788","CALERA DE TANGO","4","1","1","0","396335","1","3","2","0","1","2","0","1","0","0","0","2","0","2","0","0","2","0","0"
"1917","101.97843170166","LA PINTANA","3","0","1","1","30000","1","2","0","1","0","2","0","1","0","0","0","2","0","1","0","0","0","4","0"
"1918","294.02450561523","SANTIAGO","5","1","0","0","1031119","3","2","1","0","2","0","0","2","0","1","1","0","0","3","1","0","2","0","4"
"1919","137.02235412598","LA GRANJA","5","0","1","1","1580143","3","2","1","2","2","3","0","0","0","0","0","1","2","2","0","0","5","5","6"
"1920","50.941051483154","PUENTE ALTO","5","0","0","2","1100000","2","3","1","2","2","2","1","0","0","0","0","2","0","2","1","1","4","4","0"
"1921","93.839096069336","PUENTE ALTO","4","0","1","0","731583","3","1","2","1","2","1","0","0","0","1","1","1","0","2","0","0","2","0","0"
"1922","109.90278625488","LA FLORIDA","3","0","0","0","775993","2","1","0","0","2","0","0","1","0","2","0","0","0","1","2","0","0","0","4"
"1923","60.781112670898","MAIPU","3","1","1","0","1067604","1","2","1","0","2","0","0","1","0","0","0","0","0","3","0","0","4","0","2"
"1924","59.42597579956","CERRILLOS","5","0","1","0","340000","3","2","1","1","1","3","0","1","0","0","1","2","0","2","0","0","2","6","4"
"1925","114.98464202881","PUDAHUEL","2","0","0","0","356207","0","2","0","0","1","0","0","1","0","0","0","0","0","2","0","0","2","0","8"
"1926","78.690101623535","MAIPU","5","1","1","0","464406","2","3","0","2","1","2","1","0","1","1","0","1","1","2","1","0","0","4","4"
"1927","77.543617248535","PUENTE ALTO","3","1","0","0","828136","2","1","1","0","2","0","1","1","0","0","0","0","0","2","1","0","2","0","0"
"1928","64.072387695312","MAIPU","5","1","0","0","569724","3","2","1","0","1","2","0","1","0","1","1","2","0","2","0","0","2","4","2"
"1929","88.98828125","LA FLORIDA","2","1","0","0","825894","1","1","2","0","0","0","2","0","0","2","0","0","0","0","2","0","0","0","4"
"1930","129.27941894531","PUDAHUEL","5","0","0","0","100000","4","1","1","1","1","3","0","0","0","1","1","3","0","1","0","0","0","6","8"
"1931","78.764518737793","QUILICURA","3","1","99","1","741411","1","2","1","1","2","1","0","0","0","0","0","1","0","2","0","0","5","5","0"
"1932","75.900856018066","RENCA","4","0","1","0","1050000","1","3","0","2","2","2","0","0","0","0","0","1","1","2","0","0","4","0","4"
"1933","52.129722595215","ISLA DE MAIPO","2","0","1","0","340000","1","1","0","0","1","0","1","0","0","0","0","0","0","0","2","0","2","0","0"
"1934","99.867752075195","HUECHURABA","3","0","0","0","600000","2","1","0","1","1","1","0","1","0","0","0","1","0","2","0","0","2","0","4"
"1935","160.10643005371","MAIPU","2","0","1","0","350000","1","1","0","0","1","0","0","1","0","0","0","0","0","2","0","0","0","0","7"
"1936","61.505645751953","MAIPU","5","1","0","0","1207252","4","1","2","1","2","3","0","0","0","0","0","2","1","2","0","0","4","6","1"
"1937","86.070190429688","LO BARNECHEA","2","1","0","0","593634","0","2","1","1","1","1","0","0","0","0","0","0","1","1","0","0","1","1","8"
"1938","117.43723297119","LO BARNECHEA","3","0","1","0","247087","2","1","0","2","1","2","0","0","0","0","0","2","0","1","0","0","2","4","2"
"1939","104.97964477539","QUINTA NORMAL","4","1","0","2","900000","2","2","1","2","2","2","0","0","0","0","0","2","0","2","0","0","4","4","0"
"1940","31.926372528076","ISLA DE MAIPO","4","0","1","0","200063","3","1","0","0","1","3","0","0","0","0","1","2","0","1","0","0","2","4","9"
"1941","259.31921386719","CERRO NAVIA","7","1","0","0","333818","2","5","2","4","1","4","1","1","0","0","0","3","1","2","1","1","2","8","6"
"1942","70.13020324707","MAIPU","3","1","0","0","438630","1","2","1","1","1","1","0","1","0","0","0","0","1","2","0","0","2","3","0"
"1943","60.862682342529","CONCHALI","5","0","0","0","1030000","2","3","0","1","3","1","0","1","0","0","0","1","0","3","1","0","6","2","0"
"1944","422.69094848633","BUIN","6","2","1","0","1258481","4","2","2","1","4","2","1","0","0","0","0","1","0","4","1","1","5","4","3"
"1945","100.00662231445","LA PINTANA","4","1","0","0","200000","1","3","0","0","1","2","0","1","0","0","0","2","0","2","0","1","0","0","0"
"1946","53.959415435791","ÑUÑOA","2","1","1","0","212781","0","2","1","0","1","0","0","1","0","0","0","0","0","1","1","1","0","0","18"
"1947","114.74150085449","MAIPU","4","0","99","99","689258","2","2","1","1","2","0","0","2","0","0","0","1","0","3","0","2","4","0","0"
"1948","70.202270507812","PEÑAFLOR","3","0","1","0","270000","2","1","0","0","2","0","0","1","0","0","0","0","1","2","0","0","2","0","4"
"1949","212.67906188965","LA REINA","5","2","3","0","3242356","3","2","4","0","4","1","0","0","0","0","0","1","0","4","0","1","7","2","9"
"1950","61.310779571533","SAN MIGUEL","7","1","1","1","2910436","5","2","3","0","4","0","1","1","0","1","0","1","0","6","0","0","8","0","6"
"1951","87.743835449219","LA FLORIDA","4","1","0","0","514875","3","1","1","2","2","2","0","0","0","0","0","1","1","2","0","0","4","4","0"
"1952","37.438060760498","LA REINA","2","1","0","0","253109","1","1","1","0","1","0","0","1","0","0","0","0","0","2","0","0","2","0","8"
"1953","34.978561401367","SAN BERNARDO","4","1","0","2","1949061","1","3","1","2","2","2","0","0","0","0","0","2","0","2","0","1","2","4","4"
"1954","151.35198974609","CONCHALI","3","0","1","0","300000","2","1","0","0","1","0","0","1","0","1","0","0","0","3","0","1","2","0","2"
"1955","203.40631103516","PEÑALOLEN","2","1","1","0","930997","1","1","2","1","2","0","0","0","0","0","0","0","1","1","0","0","4","0","0"
"1956","66.929740905762","ISLA DE MAIPO","1","0","0","0","308119","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
